date,new_confirmed,cumulative_confirmed,new_deceased,cumulative_deceased,new_persons_vaccinated,cumulative_persons_fully_vaccinated,new_hospitalized_patients,cumulative_hospitalized_patients,new_recovered,cumulative_recovered,cumulative_tested,investment_in_vaccines,new_recovered_1,cumulative_recovered_1,current_hospitalized_patients
2/8/2021,1040,404994,4,3817,6887,151019,23,22774,1460,374950,3294529,,1460,374950,917
2/8/2021,637,307373,30,5106,4465,94058,33,14099,1611,286917,2535155,,1611,286917,777
2/8/2021,54,109283,0,1809,1017,40368,7,6377,62,105166,661963,,62,105166,112
2/7/2021,240,165209,9,1767,7106,34322,8,6793,639,86078,613210,,639,86078,207
2/7/2021,672,306736,15,5076,9986,90308,17,14066,1144,285306,2529325,,1144,285306,781
2/7/2021,766,600782,2,6613,60082,153227,61,24885,1545,529120,6348701,0,1545,529120,570
2/7/2021,908,354608,3,1736,0,88190,34,13862,1574,321756,2677079,0,1574,321756,391
2/7/2021,1528,377790,31,4051,16186,122785,31,17411,29,44945,3676301,0,29,44945,1235
2/7/2021,49,98155,0,1451,3547,37651,4,3805,112,95946,1362842,,112,95946,39
2/7/2021,901,468118,10,6299,18929,157277,59,24745,1042,453225,6415297,,1042,453225,362
2/7/2021,1112,472423,2,8515,5292,86141,0,43005,0,252880,2187329,0,0,252880,1513
2/7/2021,2387,744600,6,10469,22172,244539,14,17656,2066,705492,6475194,0,2066,705492,1439
2/7/2021,1566,363650,20,7349,21717,146335,202,33065,11,9525,7237247,,11,9525,1402
2/7/2021,318,68379,6,1104,3029,45567,2,1056,672,63614,1314190,,672,63614,186
2/7/2021,342,177556,13,3399,4814,83100,16,12408,797,111037,2430327,0,797,111037,403
2/7/2021,73,95790,2,1314,4868,36195,3,4353,102,91162,988597,,102,91162,101
2/7/2021,3107,543934,78,14999,37630,169148,0,18402,0,425717,14325516,0,0,425717,1389
2/7/2021,2138,920217,7,11659,31130,285694,61,47538,4900,824080,9347896,,4900,824080,1978
2/7/2021,154,41218,1,635,6146,44447,6,1442,5,12526,1422591,0,5,12526,123
2/7/2021,3392,466373,40,7651,15452,113169,79,18756,1587,207101,4463062,0,1587,207101,1526
2/7/2021,301,193722,0,1968,6340,66018,9,5896,523,140408,2181508,,523,140408,272
2/7/2021,900,281678,3,6269,12017,56140,0,8777,0,238176,1609308,,0,238176,842
2/7/2021,97,109229,5,1809,2716,39756,11,6370,148,105104,660930,,148,105104,113
2/7/2021,9,52627,0,624,0,14835,-1,1302,-2,51016,683414,,-2,51016,44
2/7/2021,2174,403954,52,3813,18253,145610,158,22751,1754,373490,3293489,,1754,373490,917
2/6/2021,265,41064,2,634,7103,40806,5,1436,23,12521,1413307,0,23,12521,132
2/6/2021,1036,280778,44,6266,14530,47607,0,8777,0,238176,1608408,,0,238176,842
2/6/2021,1211,353700,5,1733,13113,88190,73,13828,2148,320182,2668996,0,2148,320182,419
2/6/2021,188,109132,6,1804,2961,38626,13,6359,240,104956,659546,,240,104956,115
2/6/2021,1992,471311,64,8513,16753,84278,0,43005,0,252880,2182021,0,0,252880,1551
2/6/2021,466,68061,7,1098,3979,43888,4,1054,500,62942,1307603,,500,62942,183
2/6/2021,2053,401780,51,3761,13046,131556,140,22593,2458,371736,3291315,,2458,371736,917
2/6/2021,259,95717,5,1312,4783,34207,9,4350,406,91060,986635,,406,91060,107
2/6/2021,3182,742213,58,10463,21163,228198,78,17642,2806,703426,6447310,0,2806,703426,1514
2/6/2021,3549,918079,81,11652,39299,265445,139,47477,6473,819180,9311397,,6473,819180,2030
2/6/2021,11,98106,0,1451,3610,35123,4,3801,57,95834,1361923,,57,95834,36
2/6/2021,42,52618,0,624,2446,14835,1,1303,92,51018,683414,,92,51018,44
2/6/2021,3619,540827,62,14921,31976,153692,0,18402,0,425717,14212421,0,0,425717,1451
2/6/2021,1994,376262,49,4020,18888,108050,98,17380,224,44916,3676301,0,224,44916,1294
2/6/2021,3007,462981,58,7611,16560,103432,116,18677,1706,205514,4426262,0,1706,205514,1600
2/6/2021,352,193421,10,1968,9556,59985,14,5887,598,139885,2171505,,598,139885,275
2/6/2021,421,177214,8,3386,8652,78774,11,12392,1172,110240,2418457,0,1172,110240,419
2/6/2021,1341,306064,11,5061,15694,81564,147,14049,1463,284162,2520485,,1463,284162,750
2/6/2021,404,164969,11,1758,13663,32011,14,6785,615,85439,612081,,615,85439,199
2/6/2021,1114,600016,36,6611,29389,110306,90,24824,1571,527575,6334264,0,1571,527575,593
2/6/2021,1500,362084,42,7329,17858,129951,176,32863,0,9514,7188638,,0,9514,1419
2/6/2021,993,467217,16,6289,49892,150576,69,24686,1259,452183,6391756,,1259,452183,362
2/5/2021,1216,352489,17,1728,12776,80826,58,13755,2420,318034,2658072,0,2420,318034,433
2/5/2021,265,40799,2,632,4062,38542,11,1431,17,12498,1403310,0,17,12498,131
2/5/2021,582,176793,23,3378,7574,71951,61,12381,924,109068,2402484,0,924,109068,396
2/5/2021,402,164565,-1,1747,7037,28970,22,6771,665,84824,610636,,665,84824,203
2/5/2021,2662,399727,29,3710,11269,114208,136,22453,2829,369278,3266144,,2829,369278,951
2/5/2021,6096,459974,66,7553,14753,96485,99,18561,1436,203808,4391292,0,1436,203808,1637
2/5/2021,1496,469319,84,8449,14677,76603,194,43005,0,252880,2149684,0,0,252880,1671
2/5/2021,1427,598902,30,6575,33621,96850,100,24734,1884,526004,6304655,0,1884,526004,594
2/5/2021,347,95458,-1,1307,4569,30749,14,4341,252,90654,981178,,252,90654,102
2/5/2021,1048,466224,22,6273,0,131728,52,24617,541,450924,6360982,,541,450924,362
2/5/2021,3287,537208,75,14859,22742,143690,0,18402,0,425717,14082912,0,0,425717,1503
2/5/2021,1547,360584,36,7287,14588,115640,156,32687,3,9514,7144618,,3,9514,1444
2/5/2021,1210,279742,40,6222,15179,37572,0,8777,0,238176,1607372,,0,238176,858
2/5/2021,131,108944,10,1798,4224,35590,12,6346,208,104716,658020,,208,104716,121
2/5/2021,108,52576,0,624,4269,12852,2,1302,151,50926,683414,,151,50926,44
2/5/2021,61,98095,4,1451,3938,30829,0,3797,86,95777,1360187,,86,95777,33
2/5/2021,2661,739031,203,10405,22674,215763,95,17564,3510,700620,6417656,0,3510,700620,1558
2/5/2021,478,67595,6,1091,4432,40489,2,1050,509,62442,1297471,,509,62442,198
2/5/2021,1824,304723,41,5050,7896,73810,0,13902,1831,282699,2508232,,1831,282699,808
2/5/2021,520,193069,6,1958,5926,55313,11,5873,640,139287,2158971,,640,139287,285
2/5/2021,3683,914530,62,11571,27327,239651,228,47338,6310,812707,9265442,,6310,812707,2170
2/5/2021,2256,374268,50,3971,15788,93651,112,17282,298,44692,3668483,0,298,44692,1318
2/4/2021,2782,397065,27,3681,10024,99354,150,22317,2641,366449,3251504,,2641,366449,1008
2/4/2021,2493,372012,58,3921,12099,81502,160,17170,321,44394,3653551,0,321,44394,1340
2/4/2021,3084,453878,93,7487,12181,89983,138,18462,1738,202372,4325898,0,1738,202372,1677
2/4/2021,180,52468,0,624,0,10495,7,1300,276,50775,670688,,276,50775,48
2/4/2021,174,108813,6,1788,2672,33898,13,6334,203,104508,655982,,203,104508,126
2/4/2021,559,176211,17,3355,5257,67246,73,12320,499,108144,2386859,0,499,108144,445
2/4/2021,2804,533921,76,14784,19690,134311,0,18402,36000,425717,13955444,0,36000,425717,1554
2/4/2021,3154,736370,169,10202,14484,204419,107,17469,3403,697110,6389746,0,3403,697110,1562
2/4/2021,507,192549,21,1952,3303,52390,18,5862,963,138647,2146271,,963,138647,278
2/4/2021,396,67117,9,1085,4070,36868,6,1048,369,61933,1287829,,369,61933,209
2/4/2021,98,98034,0,1447,1798,28847,3,3797,90,95691,1357082,,90,95691,37
2/4/2021,1719,597475,49,6545,553,84998,80,24634,1759,524120,6278671,0,1759,524120,639
2/4/2021,1210,278532,24,6182,0,27786,0,8777,15364,238176,1606162,,15364,238176,897
2/4/2021,301,40534,3,630,5045,36870,10,1420,14,12481,1395163,0,14,12481,145
2/4/2021,1554,359037,31,7251,9448,101425,125,32531,0,9511,7102358,,0,9511,1426
2/4/2021,4120,910847,79,11509,25364,217948,237,47110,6578,806397,9213673,,6578,806397,2252
2/4/2021,1273,351273,14,1711,13035,74992,49,13697,2742,315614,2646744,0,2742,315614,449
2/4/2021,1410,465176,17,6251,28544,131728,72,24565,676,450383,6326093,,676,450383,369
2/4/2021,2469,302899,24,5009,10256,68778,89,13902,1986,280868,2496513,,1986,280868,815
2/4/2021,507,164163,7,1748,5876,26345,17,6749,823,84159,608896,,823,84159,203
2/4/2021,301,95111,5,1308,3167,28942,20,4327,316,90402,974723,,316,90402,115
2/4/2021,2767,467823,162,8365,13847,69155,84,42811,10737,252880,2149684,0,10737,252880,1666
2/3/2021,670,175652,28,3338,5092,62821,62,12247,2077,107645,2376514,0,2077,107645,476
2/3/2021,2118,465056,309,8203,12287,62990,399,42727,0,242143,2139919,0,0,242143,1777
2/3/2021,491,163656,6,1741,4275,24171,30,6732,615,83336,607115,,615,83336,157
2/3/2021,1856,733216,133,10033,12667,192674,86,17362,4744,693707,6359798,0,4744,693707,1638
2/3/2021,3991,906727,94,11430,28889,200784,214,46873,6053,799819,9165199,,6053,799819,2379
2/3/2021,1539,595756,16,6496,20312,84830,94,24554,2036,522361,6236725,0,2036,522361,655
2/3/2021,337,66721,10,1076,678,34130,6,1042,468,61564,1281021,,468,61564,207
2/3/2021,634,463766,24,6234,0,119631,46,24493,1112,449707,6281780,,1112,449707,379
2/3/2021,942,357483,32,7220,6260,91468,115,32406,9,9511,7066871,,9,9511,1485
2/3/2021,791,277322,26,6158,8400,27786,0,8777,0,222812,1604952,,0,222812,930
2/3/2021,208,108639,3,1782,1900,31863,17,6321,253,104305,654279,,253,104305,133
2/3/2021,426,94810,54,1303,2455,26345,34,4307,544,90086,968115,,544,90086,121
2/3/2021,2890,450794,76,7394,5677,84010,178,18324,1589,200634,4300686,0,1589,200634,1760
2/3/2021,2119,394283,52,3654,9491,87596,171,22167,3106,363808,3233272,,3106,363808,1048
2/3/2021,138,97936,0,1447,854,27418,5,3794,110,95601,1351985,,110,95601,42
2/3/2021,1591,350000,12,1697,0,63286,72,13648,2895,312872,2635985,0,2895,312872,413
2/3/2021,605,192042,2,1931,3477,48889,12,5844,238,137684,2132924,,238,137684,305
2/3/2021,160,52288,0,624,1106,10495,4,1293,68,50499,656543,,68,50499,47
2/3/2021,2455,531117,56,14708,0,126560,394,18402,0,389717,13874158,0,0,389717,1635
2/3/2021,273,40233,9,627,0,34299,7,1410,27,12467,1388243,0,27,12467,158
2/3/2021,2426,300430,46,4985,4466,63356,83,13813,2178,278882,2480443,,2178,278882,884
2/3/2021,2581,369519,51,3863,9393,73264,196,17010,359,44073,3635689,0,359,44073,1340
2/2/2021,604,463132,8,6210,5626,119631,95,24447,1175,448595,6264836,,1175,448595,394
2/2/2021,482,163165,10,1735,2013,22725,28,6702,1130,82721,605237,,1130,82721,157
2/2/2021,3657,902736,106,11336,30144,189502,221,46659,7517,793766,9146476,,7517,793766,2488
2/2/2021,417,39960,23,618,0,34299,9,1403,18,12440,1378012,0,18,12440,157
2/2/2021,1988,447904,35,7318,6772,81203,33,18146,1235,199045,4284337,0,1235,199045,1832
2/2/2021,1201,348409,17,1685,921,63286,61,13576,2129,309977,2623440,0,2129,309977,485
2/2/2021,432,174982,15,3310,1725,60740,66,12185,1443,105568,2365894,0,1443,105568,492
2/2/2021,1296,392164,38,3602,1859,80465,39,21996,2662,360702,3214634,,2662,360702,1123
2/2/2021,825,276531,76,6132,935,25408,0,8777,0,222812,1604161,,0,222812,941
2/2/2021,1510,298004,44,4939,1898,59903,79,13730,1800,276704,2446230,,1800,276704,869
2/2/2021,905,356541,34,7188,7414,88359,110,32291,1,9502,7052264,,1,9502,1467
2/2/2021,2431,366938,32,3812,3238,66852,89,16814,222,43714,3626864,0,222,43714,1335
2/2/2021,116,108431,1,1779,73,30803,10,6304,343,104052,652680,,343,104052,131
2/2/2021,1296,594217,44,6480,7847,81523,123,24460,1524,520325,6204596,0,1524,520325,686
2/2/2021,326,66384,7,1066,3323,32381,0,1036,759,61096,1267372,,759,61096,202
2/2/2021,2078,462938,206,7894,11083,58825,469,42328,0,242143,2133836,0,0,242143,1868
2/2/2021,314,94384,15,1249,793,25824,25,4273,324,89542,960130,,324,89542,116
2/2/2021,2239,528662,45,14652,12616,126560,0,18008,0,389717,13782465,0,0,389717,1631
2/2/2021,487,191437,9,1929,684,46523,17,5832,474,137446,2110148,,474,137446,305
2/2/2021,2173,731360,147,9900,2656,179546,104,17276,3801,688963,6347070,0,3801,688963,1687
2/2/2021,115,97798,0,1447,148,26493,7,3789,183,95491,1348204,,183,95491,45
2/2/2021,71,52128,28,624,100,9848,0,1289,114,50431,647149,,114,50431,53
2/1/2021,781,592921,2,6436,19995,81097,39,24337,1632,518801,6160773,0,1632,518801,697
2/1/2021,237,190950,0,1920,1191,45716,11,5815,286,136972,2102977,,286,136972,312
2/1/2021,584,347208,3,1668,16997,62607,47,13515,1463,307848,2613818,0,1463,307848,488
2/1/2021,0,162683,0,1725,2659,22468,0,6674,0,81591,603115,,0,81591,225
2/1/2021,2398,526423,30,14607,23421,122652,0,18008,0,389717,13721200,0,0,389717,1676
2/1/2021,1617,364507,35,3780,9646,66077,38,16725,112,43492,3621461,0,112,43492,1314
2/1/2021,1163,355636,27,7154,18545,87039,126,32181,2,9501,7038562,,2,9501,1437
2/1/2021,721,462528,2,6202,22831,118959,44,24352,1283,447420,6255856,,1283,447420,387
2/1/2021,219,39543,5,595,4252,34299,4,1394,13,12422,1374090,0,13,12422,164
2/1/2021,1326,729187,103,9753,9551,178248,52,17172,1867,685162,6336990,0,1867,685162,1682
2/1/2021,1396,390868,17,3564,3779,80231,36,21957,1654,358040,3186209,,1654,358040,1184
2/1/2021,2530,445916,241,7283,17579,80038,23,18113,1149,197810,4258793,0,1149,197810,1842
2/1/2021,53,97683,5,1447,765,26136,2,3782,81,95308,1346554,,81,95308,47
2/1/2021,1226,296494,27,4895,5076,58613,41,13651,1688,274904,2438501,,1688,274904,889
2/1/2021,3287,899079,55,11230,34992,179168,223,46438,6361,786249,9104857,,6361,786249,2521
2/1/2021,1221,460860,0,7688,3327,56308,0,41859,0,242143,2144425,0,0,242143,1888
2/1/2021,363,66058,2,1059,1517,30421,-1,1036,585,60337,1267372,,585,60337,193
2/1/2021,65,108315,0,1778,529,30557,4,6294,70,103709,652087,,70,103709,126
2/1/2021,145,52057,0,596,516,9651,5,1289,314,50317,651791,,314,50317,53
2/1/2021,121,94070,1,1234,1043,25438,3,4248,145,89218,956718,,145,89218,108
2/1/2021,486,174550,12,3295,7248,60099,44,12119,1164,104125,2354900,,1164,104125,477
2/1/2021,705,275706,11,6056,1836,25077,130,8777,0,222812,1603336,,0,222812,948
1/31/2021,988,461807,13,6200,26083,114255,39,24308,1355,446137,6236640,,1355,446137,450
1/31/2021,156,39324,0,590,6197,33121,4,1390,11,12409,1366820,0,11,12409,160
1/31/2021,3601,443386,28,7042,22013,74459,102,18090,1679,196661,4227525,0,1679,196661,1841
1/31/2021,1194,346624,2,1665,0,45874,41,13468,2311,306385,2607358,0,2311,306385,519
1/31/2021,811,275001,27,6045,12270,24455,0,8647,0,222812,1569489,,0,222812,953
1/31/2021,143,190713,0,1920,7739,43712,8,5804,729,136686,2100123,,729,136686,320
1/31/2021,525,174064,18,3283,9641,56314,28,12075,663,102961,2343455,,663,102961,479
1/31/2021,187,93949,1,1233,4152,24885,-1,4245,251,89073,954249,,251,89073,101
1/31/2021,328,162683,0,1725,4655,21636,15,6674,557,81591,603115,,557,81591,225
1/31/2021,333,65695,15,1057,2376,29736,4,1037,670,59752,1262157,,670,59752,200
1/31/2021,1747,354473,20,7127,23831,82743,167,32055,8,9499,7013154,,8,9499,1471
1/31/2021,1143,592140,4,6434,33683,78902,55,24298,1424,517169,6177575,0,1424,517169,680
1/31/2021,68,97630,0,1442,3937,25359,2,3780,119,95227,1345999,,119,95227,50
1/31/2021,208,51912,0,596,6198,9321,5,1284,22,50003,634985,,22,50003,54
1/31/2021,3011,895792,54,11175,30268,163622,80,46215,3995,779888,9074070,,3995,779888,2441
1/31/2021,881,295268,30,4868,10932,56264,11,13610,1305,273216,2431538,,1305,273216,913
1/31/2021,180,108250,3,1778,2294,29362,4,6290,238,103639,651113,,238,103639,125
1/31/2021,1766,362890,31,3745,13157,64890,28,16687,82,43380,3590222,0,82,43380,1327
1/31/2021,2882,389472,43,3547,17509,78459,153,21921,2163,356386,3184813,,2163,356386,1184
1/31/2021,4057,459639,122,7688,9933,55331,0,41859,0,242143,2140705,0,0,242143,1884
1/31/2021,3119,727861,76,9650,21710,169166,28,17120,2448,683295,6327384,0,2448,683295,1699
1/31/2021,2665,524025,46,14577,22556,116315,0,18008,0,389717,13632898,0,0,389717,1676
1/30/2021,2251,724742,113,9574,15766,155936,154,17092,3969,680847,6295021,0,3969,680847,1806
1/30/2021,635,162355,4,1725,4657,20148,30,6659,782,81034,601646,,782,81034,225
1/30/2021,2097,352726,31,7107,22862,76905,129,31888,9,9491,6966924,,9,9491,1560
1/30/2021,355,39168,20,590,5955,31055,5,1386,19,12398,1354710,0,19,12398,161
1/30/2021,1613,590997,40,6430,36635,71976,89,24243,1936,515745,6154838,0,1936,515745,680
1/30/2021,2646,361124,46,3714,12208,59367,113,16659,246,43298,3590222,0,246,43298,1415
1/30/2021,524,65362,6,1042,3843,27544,4,1033,668,59082,1254902,,668,59082,217
1/30/2021,115,108070,7,1775,3727,28547,14,6286,274,103401,649393,,274,103401,145
1/30/2021,973,190570,-1,1920,5142,41093,21,5796,1465,135957,2090962,,1465,135957,325
1/30/2021,4191,892781,51,11121,42660,150948,183,46135,5296,775893,9033143,,5296,775893,2506
1/30/2021,0,455582,0,7566,31767,53742,376,41859,0,242143,2127308,0,0,242143,1879
1/30/2021,1528,274190,35,6018,8274,22816,0,8647,0,222812,1568678,,0,222812,953
1/30/2021,1824,294387,7,4838,12383,52118,47,13599,1535,271911,2420194,,1535,271911,911
1/30/2021,4152,439785,72,7014,17349,66286,100,17988,1457,194982,4188261,0,1457,194982,1927
1/30/2021,516,93762,5,1232,3898,23785,29,4246,531,88822,950743,,531,88822,101
1/30/2021,741,173539,17,3265,6245,50153,58,12047,1244,102298,2328334,,1244,102298,548
1/30/2021,1468,345430,8,1663,8148,45874,74,13427,2612,304074,2598403,0,2612,304074,522
1/30/2021,2373,386590,33,3504,15757,68510,148,21768,2678,354223,3181931,,2678,354223,1184
1/30/2021,4108,521360,87,14531,16049,106799,0,18008,0,389717,13538980,0,0,389717,1739
1/30/2021,104,97562,0,1442,3112,22968,3,3778,142,95108,1344399,,142,95108,48
1/30/2021,1072,460819,19,6187,36321,107528,69,24269,1529,444782,6210344,,1529,444782,450
1/30/2021,14,51704,0,596,0,7674,0,1279,196,49981,634985,,196,49981,54
1/29/2021,2787,384217,48,3471,15167,60680,142,21620,2709,351545,3157187,,2709,351545,1247
1/29/2021,4464,435633,39,6942,19305,60974,149,17888,1623,193525,4147778,0,1623,193525,1986
1/29/2021,160,107955,5,1768,3331,26665,8,6272,232,103127,647736,,232,103127,152
1/29/2021,2186,272662,38,5983,9595,21354,0,8647,0,222812,1567150,,0,222812,999
1/29/2021,813,189597,4,1921,3352,37350,19,5775,1023,134492,2075362,,1023,134492,341
1/29/2021,260,51690,0,596,3478,7674,7,1279,193,49785,634985,,193,49785,54
1/29/2021,359,38813,3,570,4635,28255,6,1381,42,12379,1342556,0,42,12379,176
1/29/2021,3118,517252,96,14444,16779,96373,0,18008,0,389717,13395638,0,0,389717,1789
1/29/2021,1517,343962,35,1655,18334,40909,74,13353,3824,301462,2586391,0,3824,301462,533
1/29/2021,153,97458,0,1442,3609,20700,9,3775,129,94966,1341601,,129,94966,51
1/29/2021,312,93246,17,1227,3502,21007,14,4217,571,88291,942390,,571,88291,103
1/29/2021,580,64838,14,1036,3681,25055,8,1029,552,58414,1243827,,552,58414,214
1/29/2021,2601,358478,57,3668,15265,52251,142,16546,368,43052,3577417,0,368,43052,1505
1/29/2021,4908,722491,44,9461,15268,143592,0,16938,4768,676878,6277768,0,4768,676878,1960
1/29/2021,508,161720,7,1721,3602,18970,25,6629,954,80252,599636,,954,80252,241
1/29/2021,1707,292563,47,4831,12107,45918,47,13552,1881,270376,2407700,,1881,270376,951
1/29/2021,1880,350629,39,7076,20041,66582,145,31759,0,9482,6918308,,0,9482,1616
1/29/2021,4874,888590,64,11070,33354,125794,166,45952,6117,770597,8982880,,6117,770597,2706
1/29/2021,1079,172798,22,3248,8810,46878,83,11989,1530,101054,2306874,,1530,101054,538
1/29/2021,1114,459747,28,6168,24647,98634,74,24200,653,443253,6181070,,653,443253,450
1/29/2021,1804,589384,56,6390,36957,65354,91,24154,1950,513809,6124411,0,1950,513809,680
1/29/2021,2848,455582,226,7566,15264,44073,0,41483,0,242143,2127308,0,0,242143,1978
1/28/2021,1980,587580,32,6334,21173,57508,87,24063,1847,511859,6092912,0,1847,511859,710
1/28/2021,620,161212,26,1714,4516,16724,44,6604,1052,79298,597513,,1052,79298,241
1/28/2021,187,107795,24,1763,2140,24543,22,6264,264,102895,645559,,264,102895,161
1/28/2021,5432,883716,75,11006,26248,106035,256,45786,7477,764480,8921429,,7477,764480,2829
1/28/2021,2190,348749,41,7037,15293,56274,146,31614,3,9482,6865525,,3,9482,1636
1/28/2021,284,38454,5,567,2775,24925,9,1375,21,12337,1329799,0,21,12337,171
1/28/2021,62,51430,0,596,0,5419,2,1272,254,49592,625382,,254,49592,64
1/28/2021,672,171719,28,3226,4234,41669,82,11906,1482,99524,2285935,,1482,99524,556
1/28/2021,1804,270476,28,5945,9028,19475,0,8647,0,222812,1564964,,0,222812,1059
1/28/2021,2934,355877,69,3611,11817,43142,303,16404,759,42684,3560903,0,759,42684,1561
1/28/2021,662,188784,12,1917,2615,32380,27,5756,263,133469,2064234,,263,133469,343
1/28/2021,3938,431169,230,6903,27599,55183,159,17739,1566,191902,4099194,0,1566,191902,2086
1/28/2021,3648,452734,168,7340,8704,37431,0,41483,8932,242143,2116642,0,8932,242143,2052
1/28/2021,695,64258,16,1022,3811,21781,7,1021,519,57862,1234754,,519,57862,222
1/28/2021,403,92934,9,1210,2286,18149,26,4203,702,87720,936928,,702,87720,114
1/28/2021,2320,381430,35,3423,12150,52465,164,21478,2969,348836,3131910,,2969,348836,1250
1/28/2021,4631,514134,44,14348,15554,83637,0,18008,35329,389717,13309441,0,35329,389717,1878
1/28/2021,145,97305,1,1442,1491,18244,9,3766,109,94837,1337275,,109,94837,49
1/28/2021,1777,717583,101,9417,11574,123116,115,16938,4089,672110,6247215,0,4089,672110,2009
1/28/2021,1316,458633,16,6140,16762,87269,53,24126,860,442600,6138854,,860,442600,477
1/28/2021,1761,342445,0,1620,0,30065,62,13279,4608,297638,2573911,0,4608,297638,536
1/28/2021,1892,290856,42,4784,0,40910,58,13505,1989,268495,2394171,,1989,268495,996
1/27/2021,3320,509503,84,14304,14157,73152,452,18008,0,354388,13192478,0,0,354388,1930
1/27/2021,1559,585600,38,6302,13075,52332,93,23976,2252,510012,6050119,0,2252,510012,734
1/27/2021,1777,288964,52,4742,12630,40910,46,13447,2198,266506,2379938,,2198,266506,1029
1/27/2021,2415,352943,47,3542,5576,36054,99,16101,47,41925,3545049,0,47,41925,1597
1/27/2021,154,97160,1,1441,542,16952,5,3757,144,94728,1333029,,144,94728,49
1/27/2021,391,63563,12,1006,3396,18224,2,1014,595,57343,1224489,,595,57343,223
1/27/2021,371,92531,16,1201,2265,15397,36,4177,285,87018,927981,,285,87018,118
1/27/2021,827,457317,18,6124,11707,75844,59,24073,1144,441740,6096425,,1144,441740,477
1/27/2021,462,38170,4,562,2639,21707,9,1366,41,12316,1318249,0,41,12316,183
1/27/2021,1939,346559,33,6996,17331,48629,138,31468,2,9479,6819049,,2,9479,1647
1/27/2021,5366,878284,75,10931,29685,88834,254,45530,8871,757003,8872864,,8871,757003,2944
1/27/2021,2009,340684,7,1620,4627,30065,80,13217,3799,293030,2557878,0,3799,293030,537
1/27/2021,2074,268672,65,5917,6854,17499,0,8647,0,222812,1563160,,0,222812,1063
1/27/2021,751,171047,27,3198,4459,38292,124,11824,1383,98042,2271257,,1383,98042,586
1/27/2021,3177,449086,276,7172,8779,33595,168,41483,0,233211,2106035,0,0,233211,2122
1/27/2021,228,107608,34,1739,1019,21895,26,6242,384,102631,644138,,384,102631,161
1/27/2021,559,160592,7,1688,2373,15443,35,6560,895,78246,595187,,895,78246,241
1/27/2021,2686,379110,65,3388,11509,46596,221,21314,3170,345867,3115197,,3170,345867,1322
1/27/2021,3400,715806,154,9316,8873,112362,116,16823,5488,668021,6233246,0,5488,668021,2167
1/27/2021,216,51368,0,596,1565,5419,5,1270,70,49338,616677,,70,49338,70
1/27/2021,329,188122,11,1905,2906,24598,27,5729,711,133206,2052707,,711,133206,360
1/27/2021,3564,427231,95,6673,8029,49869,190,17580,1548,190336,4072097,0,1548,190336,2140
1/26/2021,1564,584041,65,6264,1610,48017,135,23883,1773,507760,6020539,0,1773,507760,746
1/26/2021,2250,423667,26,6578,9247,48157,55,17390,1365,188788,4048626,0,1365,188788,2173
1/26/2021,1411,338675,16,1613,1286,25817,83,13137,3379,289231,2545013,0,3379,289231,540
1/26/2021,2900,445909,234,6896,3390,30933,246,41315,0,233211,2097970,0,0,233211,2222
1/26/2021,707,456490,8,6106,13222,72622,82,24014,1313,440596,6080904,,1313,440596,496
1/26/2021,404,63172,4,994,743,15542,5,1012,597,56748,1215219,,597,56748,213
1/26/2021,662,37708,11,558,627,20096,15,1357,30,12275,1310677,0,30,12275,194
1/26/2021,200,107380,0,1705,62,18753,15,6216,450,102247,642553,,450,102247,152
1/26/2021,344,92160,34,1185,257,14245,13,4141,459,86733,922956,,459,86733,128
1/26/2021,2692,350528,35,3495,4105,30633,83,16002,118,41878,3534120,0,118,41878,1566
1/26/2021,2485,287187,40,4690,11269,37055,89,13401,2079,264308,2368680,,2079,264308,1095
1/26/2021,90,51152,25,596,183,4900,1,1265,260,49268,609573,,260,49268,71
1/26/2021,600,170296,14,3171,5049,35823,102,11700,811,96659,2262391,,811,96659,561
1/26/2021,1571,376424,30,3323,2120,41814,40,21093,3683,342697,3093132,,3683,342697,1454
1/26/2021,1452,266598,75,5852,953,16134,0,8647,0,222812,1561086,,0,222812,1023
1/26/2021,1979,712406,192,9162,3468,101657,147,16707,5502,662533,6207152,0,5502,662533,2166
1/26/2021,646,187793,15,1894,576,23065,20,5702,42,132495,2040787,,42,132495,373
1/26/2021,527,160033,12,1681,2285,14627,29,6525,959,77351,592647,,959,77351,169
1/26/2021,4262,872918,88,10856,19011,80329,295,45276,11481,748132,8850736,,11481,748132,2964
1/26/2021,2495,506183,42,14220,7955,65761,0,17556,0,354388,13096275,0,0,354388,1951
1/26/2021,1482,344620,63,6963,11712,42228,142,31330,1,9477,6784162,,1,9477,1642
1/26/2021,132,97006,4,1440,135,15742,7,3752,203,94584,1328400,,203,94584,48
1/25/2021,1100,582477,9,6199,5817,47409,56,23748,1749,505987,6003401,0,1749,505987,772
1/25/2021,293,187147,0,1879,812,22547,4,5682,625,132453,2026028,,625,132453,392
1/25/2021,181,159506,1,1669,3775,14419,15,6496,640,76392,590967,,640,76392,252
1/25/2021,57,96874,8,1436,1838,15680,4,3745,72,94381,1327227,,72,94381,50
1/25/2021,32,107180,0,1705,859,18504,8,6201,359,101797,641868,,359,101797,161
1/25/2021,3651,503688,45,14178,12256,64648,0,17556,0,354388,13046574,0,0,354388,1955
1/25/2021,431,62768,3,990,732,13907,7,1007,923,56151,1211251,,923,56151,230
